iter	Passed	Remaining
7162	25297	681046
7163	25300	681022
7164	25303	681003
7165	25306	680977
7166	25308	680950
7167	25311	680933
7168	25314	680905
7169	25317	680879
7170	25320	680861
7171	25323	680844
7172	25326	680828
7173	25329	680828
7174	25332	680813
7175	25343	680985
7176	25350	681091
7177	25360	681252
7178	25368	681369
7179	25376	681480
7180	25380	681511
7181	25384	681498
7182	25387	681484
7183	25394	681573
7184	25397	681574
7185	25401	681575
7186	25406	681614
7187	25410	681606
7188	25413	681584
7189	25415	681559
7190	25418	681529
7191	25421	681504
7192	25424	681488
7193	25427	681472
7194	25430	681469
7195	25433	681452
7196	25437	681446
7197	25440	681428
7198	25443	681410
7199	25446	681389
7200	25448	681363
7201	25451	681341
7202	25454	681332
7203	25457	681311
7204	25460	681282
7205	25463	681263
7206	25466	681246
7207	25469	681239
7208	25473	681249
7209	25477	681240
7210	25479	681208
7211	25482	681176
7212	25484	681152
7213	25487	681135
7214	25490	681112
7215	25493	681084
7216	25495	681050
7217	25498	681025
7218	25501	681011
7219	25504	680986
7220	25506	680956
7221	25509	680930
7222	25512	680906
7223	25515	680881
7224	25517	680861
7225	25520	680844
7226	25523	680820
7227	25527	680815
7228	25530	680793
7229	25532	680772
7230	25536	680757
7231	25538	680733
7232	25541	680711
7233	25544	680685
7234	25546	680657
7235	25549	680636
7236	25552	680612
7237	25554	680578
7238	25557	680549
7239	25559	680516
7240	25562	680486
7241	25565	680469
7242	25568	680458
7243	25571	680434
7244	25573	680400
7245	25576	680366
7246	25578	680340
7247	25581	680307
7248	25584	680295
7249	25587	680262
7250	25589	680231
7251	25591	680197
7252	25594	680164
7253	25596	680137
7254	25599	680114
7255	25602	680090
7256	25605	680071
7257	25608	680046
7258	25611	680024
7259	25613	680002
7260	25617	679989
7261	25620	679994
7262	25625	680012
7263	25628	679992
7264	25631	679983
7265	25634	679970
7266	25637	679950
7267	25640	679929
7268	25643	679905
7269	25645	679878
7270	25649	679867
7271	25652	679855
7272	25655	679853
7273	25659	679843
7274	25661	679821
7275	25665	679807
7276	25667	679783
7277	25671	679771
7278	25673	679748
7279	25676	679733
7280	25680	679738
7281	25683	679721
7282	25686	679693
7283	25689	679665
7284	25691	679630
7285	25693	679596
7286	25696	679570
7287	25698	679538
7288	25701	679513
7289	25704	679488
7290	25706	679459
7291	25709	679430
7292	25712	679412
7293	25715	679395
7294	25718	679380
7295	25721	679366
7296	25724	679354
7297	25728	679345
7298	25731	679331
7299	25733	679304
7300	25736	679280
7301	25739	679270
7302	25743	679263
7303	25747	679274
7304	25750	679246
7305	25752	679218
7306	25755	679199
7307	25758	679175
7308	25762	679182
7309	25764	679159
7310	25767	679124
7311	25770	679099
7312	25772	679072
7313	25775	679050
7314	25778	679038
7315	25781	679008
7316	25784	678985
7317	25786	678964
7318	25789	678934
7319	25791	678900
7320	25794	678887
7321	25797	678868
7322	25800	678843
7323	25803	678822
7324	25805	678794
7325	25809	678780
7326	25812	678781
7327	25815	678767
7328	25819	678756
7329	25821	678725
7330	25824	678704
7331	25827	678699
7332	25830	678680
7333	25833	678659
7334	25836	678634
7335	25839	678617
7336	25842	678605
7337	25845	678586
7338	25848	678561
7339	25851	678538
7340	25854	678533
7341	25857	678508
7342	25860	678500
7343	25863	678484
7344	25866	678456
7345	25869	678438
7346	25872	678428
7347	25875	678418
7348	25878	678398
7349	25881	678377
7350	25884	678356
7351	25887	678332
7352	25890	678316
7353	25893	678317
7354	25896	678300
7355	25900	678288
7356	25902	678263
7357	25905	678240
7358	25909	678244
7359	25912	678224
7360	25915	678217
7361	25918	678204
7362	25921	678183
7363	25925	678183
7364	25928	678171
7365	25931	678147
7366	25934	678125
7367	25936	678098
7368	25939	678082
7369	25943	678078
7370	25946	678072
7371	25949	678043
7372	25951	678019
7373	25954	677990
7374	25957	677978
7375	25960	677949
7376	25962	677925
7377	25965	677897
7378	25968	677875
7379	25971	677855
7380	25975	677865
7381	25978	677848
7382	25980	677823
7383	25983	677800
7384	25986	677779
7385	25990	677774
7386	25993	677764
7387	25996	677744
7388	25998	677711
7389	26000	677677
7390	26003	677645
7391	26006	677636
7392	26010	677638
7393	26014	677648
7394	26017	677625
7395	26019	677596
7396	26022	677586
7397	26025	677551
7398	26027	677517
7399	26030	677485
7400	26032	677452
7401	26034	677418
7402	26037	677403
7403	26041	677393
7404	26043	677368
7405	26046	677354
7406	26049	677336
7407	26052	677321
7408	26056	677312
7409	26058	677285
7410	26061	677263
7411	26064	677247
7412	26067	677228
7413	26070	677217
7414	26073	677199
7415	26076	677171
7416	26078	677140
7417	26081	677115
7418	26084	677094
7419	26087	677080
7420	26090	677050
7421	26092	677020
7422	26095	676990
7423	26097	676957
7424	26100	676933
7425	26102	676908
7426	26105	676890
7427	26108	676869
7428	26111	676849
7429	26114	676825
7430	26117	676805
7431	26120	676794
7432	26122	676768
7433	26125	676748
7434	26128	676716
7435	26130	676692
7436	26133	676664
7437	26136	676642
7438	26139	676626
7439	26142	676600
7440	26144	676573
7441	26147	676554
7442	26150	676534
7443	26153	676517
7444	26156	676493
7445	26158	676464
7446	26161	676443
7447	26164	676417
7448	26166	676393
7449	26170	676380
7450	26172	676358
7451	26175	676328
7452	26177	676303
7453	26180	676280
7454	26183	676259
7455	26186	676247
7456	26189	676222
7457	26192	676196
7458	26194	676168
7459	26197	676144
7460	26199	676115
7461	26202	676095
7462	26205	676068
7463	26208	676047
7464	26211	676029
7465	26213	675999
7466	26216	675971
7467	26219	675956
7468	26221	675927
7469	26224	675898
7470	26226	675866
7471	26228	675831
7472	26231	675802
7473	26234	675786
7474	26237	675761
7475	26239	675729
7476	26242	675705
7477	26245	675682
7478	26247	675651
7479	26476	681443
7480	26479	681426
7481	26484	681458
7482	26486	681431
7483	26489	681405
7484	26491	681368
7485	26493	681331
7486	26496	681299
7487	26498	681268
7488	26501	681244
7489	26504	681227
7490	26507	681203
7491	26510	681191
7492	26513	681165
7493	26516	681144
7494	26519	681128
7495	26522	681110
7496	26525	681096
7497	26528	681080
7498	26531	681061
7499	26533	681039
7500	26536	681016
7501	26539	680988
7502	26541	680957
7503	26544	680925
7504	26546	680893
7505	26549	680866
7506	26552	680849
7507	26555	680828
7508	26557	680794
7509	26559	680756
7510	26562	680727
7511	26564	680701
7512	26567	680684
7513	26570	680668
7514	26573	680642
7515	26576	680627
7516	26579	680606
7517	26582	680594
7518	26586	680600
7519	26590	680600
7520	26593	680592
7521	26596	680575
7522	26599	680560
7523	26602	680547
7524	26607	680578
7525	26612	680600
7526	26616	680607
7527	26620	680622
7528	26624	680623
7529	26627	680611
7530	26630	680587
7531	26633	680568
7532	26636	680546
7533	26638	680520
7534	26641	680501
7535	26644	680474
7536	26646	680444
7537	26650	680438
7538	26653	680429
7539	26656	680406
7540	26658	680373
7541	26660	680338
7542	26663	680306
7543	26666	680289
7544	26669	680267
7545	26671	680242
7546	26674	680218
7547	26677	680195
7548	26680	680182
7549	26683	680172
7550	26686	680153
7551	26689	680126
7552	26692	680108
7553	26695	680087
7554	26698	680076
7555	26701	680064
7556	26705	680058
7557	26708	680049
7558	26711	680037
7559	26715	680039
7560	26718	680033
7561	26722	680032
7562	26725	680028
7563	26729	680035
7564	26733	680030
7565	26736	680015
7566	26739	679991
7567	26741	679969
7568	26744	679941
7569	26747	679926
7570	26750	679901
7571	26753	679878
7572	26755	679857
7573	26758	679831
7574	26761	679803
7575	26763	679778
7576	26766	679758
7577	26769	679745
7578	26772	679723
7579	26775	679696
7580	26778	679674
7581	26781	679666
7582	26784	679658
7583	26787	679639
7584	26790	679610
7585	26793	679595
7586	26796	679589
7587	26799	679578
7588	26803	679575
7589	26807	679576
7590	26809	679550
7591	26813	679550
7592	26816	679535
7593	26819	679510
7594	26822	679490
7595	26825	679470
7596	26828	679459
7597	26831	679453
7598	26834	679430
7599	26837	679402
7600	26839	679375
7601	26842	679353
7602	26846	679355
7603	26849	679335
7604	26852	679319
7605	26854	679296
7606	26857	679278
7607	26861	679270
7608	26864	679256
7609	26867	679237
7610	26870	679221
7611	26873	679205
7612	26876	679190
7613	26879	679177
7614	26882	679155
7615	26885	679139
7616	26888	679117
7617	26890	679093
7618	26894	679078
7619	26896	679060
7620	26900	679046
7621	26903	679028
7622	26905	679000
7623	26908	678975
7624	26911	678951
7625	26913	678922
7626	26915	678888
7627	26918	678863
7628	26921	678834
7629	26923	678811
7630	26927	678804
7631	26929	678778
7632	26932	678755
7633	26935	678735
7634	26938	678711
7635	26941	678690
7636	26944	678674
7637	26947	678657
7638	26949	678631
7639	26952	678611
7640	26955	678587
7641	26958	678579
7642	26961	678566
7643	26964	678545
7644	26967	678523
7645	26970	678513
7646	26974	678505
7647	26977	678491
7648	26979	678470
7649	26982	678451
7650	26986	678440
7651	26989	678429
7652	26992	678421
7653	26996	678421
7654	26999	678412
7655	27002	678397
7656	27005	678380
7657	27008	678366
7658	27011	678340
7659	27014	678315
7660	27016	678292
7661	27019	678267
7662	27022	678246
7663	27025	678243
7664	27028	678222
7665	27031	678208
7666	27034	678188
7667	27038	678181
7668	27042	678194
7669	27045	678186
7670	27048	678158
7671	27050	678136
7672	27054	678121
7673	27057	678112
7674	27060	678097
7675	27063	678081
7676	27066	678060
7677	27069	678038
7678	27072	678029
7679	27075	678007
7680	27077	677975
7681	27079	677943
7682	27082	677914
7683	27085	677890
7684	27088	677871
7685	27091	677854
7686	27093	677834
7687	27096	677818
7688	27099	677797
7689	27102	677769
7690	27105	677760
7691	27108	677743
7692	27111	677722
7693	27114	677705
7694	27117	677680
7695	27120	677661
7696	27123	677647
7697	27125	677620
7698	27128	677599
7699	27131	677574
7700	27133	677550
7701	27136	677526
7702	27139	677508
7703	27142	677484
7704	27144	677460
7705	27147	677439
7706	27150	677412
7707	27153	677390
7708	27155	677364
7709	27158	677335
7710	27160	677312
7711	27163	677283
7712	27165	677253
7713	27168	677227
7714	27171	677215
7715	27174	677197
7716	27177	677165
7717	27179	677131
7718	27182	677108
7719	27184	677084
7720	27187	677059
7721	27190	677035
7722	27192	677007
7723	27195	676982
7724	27198	676958
7725	27200	676939
7726	27204	676933
7727	27207	676919
7728	27210	676913
7729	27213	676897
7730	27216	676866
7731	27219	676845
7732	27222	676828
7733	27224	676804
7734	27227	676782
7735	27230	676766
7736	27233	676751
7737	27236	676740
7738	27239	676715
7739	27242	676689
7740	27244	676665
7741	27247	676637
7742	27250	676615
7743	27252	676594
7744	27255	676569
7745	27258	676538
7746	27260	676509
7747	27263	676480
7748	27265	676452
7749	27268	676434
7750	27271	676409
7751	27273	676379
7752	27276	676349
7753	27278	676320
7754	27280	676289
7755	27284	676277
7756	27286	676252
7757	27289	676219
7758	27291	676187
7759	27293	676156
7760	27296	676135
7761	27299	676107
7762	27301	676085
7763	27304	676063
7764	27307	676045
7765	27310	676026
7766	27313	676000
7767	27316	675986
7768	27319	675966
7769	27322	675949
7770	27324	675929
7771	27327	675908
7772	27330	675885
7773	27333	675873
7774	27336	675854
7775	27339	675837
7776	27342	675821
7777	27345	675792
7778	27347	675772
7779	27350	675755
7780	27353	675724
7781	27355	675697
7782	27358	675664
7783	27360	675634
7784	27363	675625
7785	27367	675636
7786	27371	675638
7787	27375	675636
7788	27378	675626
7789	27381	675613
7790	27384	675585
7791	27386	675563
7792	27389	675539
7793	27392	675515
7794	27394	675485
7795	27397	675470
7796	27401	675460
7797	27404	675445
7798	27407	675429
7799	27409	675403
7800	27412	675374
7801	27415	675361
7802	27419	675368
7803	27422	675359
7804	27425	675331
7805	27427	675301
7806	27430	675278
7807	27432	675253
7808	27435	675219
7809	27437	675189
7810	27439	675157
7811	27442	675126
7812	27444	675097
7813	27584	678434
7814	27587	678416
7815	27592	678469
7816	27595	678441
7817	27598	678427
7818	27601	678415
7819	27605	678424
7820	27608	678409
7821	27611	678382
7822	27614	678363
7823	27616	678339
7824	27619	678317
7825	27623	678310
7826	27626	678299
7827	27629	678281
7828	27632	678264
7829	27635	678249
7830	27638	678229
7831	27640	678206
7832	27643	678182
7833	27646	678173
7834	27649	678157
7835	27652	678137
7836	27655	678118
7837	27658	678097
7838	27662	678091
7839	27664	678069
7840	27667	678054
7841	27670	678024
7842	27672	677998
7843	27675	677975
7844	27678	677952
7845	27680	677926
7846	27683	677901
7847	27686	677880
7848	27688	677851
7849	27691	677817
7850	27693	677780
7851	27696	677760
7852	27698	677729
7853	27701	677699
7854	27703	677673
7855	27706	677643
7856	27708	677614
7857	27711	677590
7858	27713	677562
7859	27716	677535
7860	27718	677507
7861	27721	677480
7862	27724	677452
7863	27727	677446
7864	27729	677414
7865	27732	677388
7866	27734	677360
7867	27737	677327
7868	27740	677307
7869	27742	677282
7870	27745	677260
7871	27748	677231
7872	27750	677204
7873	27753	677183
7874	27755	677157
7875	27758	677129
7876	27761	677118
7877	27764	677097
7878	27767	677071
7879	27769	677040
7880	27771	677010
7881	27774	676981
7882	27777	676960
7883	27779	676936
7884	27782	676905
7885	27784	676880
7886	27787	676858
7887	27790	676831
7888	27792	676802
7889	27795	676778
7890	27797	676750
7891	27800	676727
7892	27803	676705
7893	27805	676669
7894	27808	676642
7895	27811	676623
7896	27813	676589
7897	27815	676554
7898	27817	676523
7899	27820	676492
7900	27822	676456
7901	27824	676423
7902	27827	676390
7903	27829	676355
7904	27831	676322
7905	27834	676306
7906	27837	676292
7907	27840	676275
7908	27843	676258
7909	27846	676244
7910	27849	676226
7911	27852	676195
7912	27854	676166
7913	27857	676144
7914	27860	676126
7915	27863	676115
7916	27866	676090
7917	27868	676060
7918	27870	676029
7919	27873	675998
7920	27875	675968
7921	27878	675935
7922	27880	675907
7923	27883	675878
7924	27885	675849
7925	27887	675815
7926	27890	675789
7927	27893	675766
7928	27895	675737
7929	27898	675717
7930	27900	675689
7931	27903	675662
7932	27905	675629
7933	27908	675607
7934	27911	675587
7935	27913	675553
7936	27915	675521
7937	27918	675486
7938	27920	675449
7939	27922	675417
7940	27925	675394
7941	27927	675362
7942	27930	675331
7943	27932	675299
7944	27934	675265
7945	27937	675241
7946	27940	675229
7947	27943	675205
7948	27945	675175
7949	27948	675147
7950	27950	675119
7951	27952	675089
7952	27955	675063
7953	27958	675049
7954	27960	675016
7955	27963	674988
7956	27965	674960
7957	27968	674932
7958	27972	674930
7959	27974	674913
7960	27977	674898
7961	27980	674880
7962	27983	674862
7963	27987	674856
7964	27990	674857
7965	27994	674863
7966	27998	674874
7967	28001	674851
7968	28004	674838
7969	28007	674823
7970	28010	674802
7971	28013	674777
7972	28015	674753
7973	28018	674727
7974	28022	674726
7975	28025	674709
7976	28028	674694
7977	28031	674682
7978	28034	674684
7979	28037	674658
7980	28040	674633
7981	28043	674613
7982	28045	674579
7983	28047	674546
7984	28050	674522
7985	28052	674498
7986	28055	674481
7987	28058	674466
7988	28061	674441
7989	28063	674412
7990	28066	674380
7991	28068	674353
7992	28071	674338
7993	28074	674320
7994	28077	674298
7995	28079	674270
7996	28082	674250
7997	28086	674239
7998	28088	674221
7999	28091	674203
8000	28094	674187
8001	28097	674162
8002	28100	674137
8003	28103	674123
8004	28106	674106
8005	28108	674085
8006	28111	674061
8007	28114	674037
8008	28116	674010
8009	28119	674000
8010	28122	673980
8011	28125	673954
8012	28127	673930
8013	28131	673924
8014	28134	673907
8015	28136	673881
8016	28139	673860
8017	28141	673827
8018	28144	673812
8019	28148	673804
8020	28150	673778
8021	28153	673756
8022	28156	673735
8023	28159	673732
8024	28162	673714
8025	28165	673687
8026	28168	673675
8027	28171	673647
8028	28173	673624
8029	28176	673598
8030	28178	673574
8031	28181	673548
8032	28184	673540
8033	28188	673532
8034	28191	673522
8035	28194	673507
8036	28196	673475
8037	28199	673448
8038	28202	673428
8039	28204	673396
8040	28206	673371
8041	28209	673347
8042	28211	673315
8043	28215	673303
8044	28218	673307
8045	28221	673285
8046	28224	673263
8047	28226	673236
8048	28229	673217
8049	28232	673190
8050	28235	673172
8051	28237	673147
8052	28240	673117
8053	28242	673085
8054	28245	673062
8055	28247	673036
8056	28250	673015
8057	28253	672990
8058	28255	672969
8059	28258	672952
8060	28261	672929
8061	28264	672918
8062	28267	672904
8063	28270	672881
8064	28273	672858
8065	28275	672832
8066	28278	672808
8067	28281	672788
8068	28283	672768
8069	28286	672748
8070	28290	672742
8071	28293	672727
8072	28296	672714
8073	28299	672703
8074	28302	672683
8075	28304	672660
8076	28307	672634
8077	28310	672609
8078	28313	672592
8079	28316	672586
8080	28319	672569
8081	28321	672538
8082	28323	672504
8083	28326	672478
8084	28329	672453
8085	28331	672433
8086	28334	672408
8087	28337	672382
8088	28339	672353
8089	28341	672319
8090	28344	672287
8091	28346	672262
8092	28349	672244
8093	28351	672215
8094	28354	672181
8095	28356	672148
8096	28359	672123
8097	28361	672096
8098	28364	672076
8099	28367	672059
8100	28369	672031
8101	28372	672003
8102	28374	671974
8103	28376	671943
8104	28379	671927
8105	28382	671910
8106	28385	671889
8107	28388	671868
8108	28390	671842
8109	28393	671817
8110	28396	671803
8111	28399	671783
8112	28402	671763
8113	28404	671727
8114	28406	671696
8115	28409	671665
8116	28411	671636
8117	28414	671616
8118	28416	671585
8119	28419	671559
8120	28421	671530
8121	28423	671496
8122	28426	671466
8123	28429	671450
8124	28431	671425
8125	28433	671391
8126	28436	671358
8127	28438	671323
8128	28440	671292
8129	28442	671257
8130	28445	671235
8131	28447	671207
8132	28450	671173
8133	28452	671142
8134	28454	671106
8135	28457	671080
8136	28459	671055
8137	28462	671035
8138	28465	671011
8139	28467	670982
8140	28470	670954
8141	28472	670924
8142	28474	670896
8143	28477	670874
8144	28480	670852
8145	28482	670826
8146	28486	670816
8147	28488	670793
8148	28491	670763
8149	28494	670746
8150	28496	670725
8151	28499	670701
8152	28501	670673
8153	28504	670642
8154	28506	670617
8155	28509	670588
8156	28511	670567
8157	28514	670538
8158	28516	670507
8159	28519	670482
8160	28521	670453
8161	28524	670423
8162	28527	670410
8163	28530	670392
8164	28532	670360
8165	28534	670328
8166	28536	670294
8167	28539	670263
8168	28541	670233
8169	28543	670207
8170	28546	670176
8171	28548	670149
8172	28551	670115
8173	28553	670085
8174	28555	670048
8175	28557	670022
8176	28586	670617
8177	28803	675610
8178	28805	675580
8179	28811	675620
8180	28814	675605
8181	28816	675576
8182	28819	675550
8183	28821	675520
8184	28824	675495
8185	28827	675476
8186	28830	675464
8187	28833	675442
8188	28835	675418
8189	28838	675393
8190	28841	675371
8191	28844	675355
8192	28847	675354
8193	28850	675331
8194	28853	675310
8195	28855	675288
8196	28858	675260
8197	28861	675249
8198	28864	675229
8199	28866	675204
8200	28869	675178
8201	28914	676141
8202	28917	676125
8203	28920	676105
8204	28923	676095
8205	28931	676188
8206	28935	676195
8207	28938	676189
8208	28942	676186
8209	28945	676180
8210	28947	676149
8211	28950	676120
8212	28953	676102
8213	28955	676081
8214	28958	676060
8215	28961	676046
8216	28964	676014
8217	28966	675984
8218	28969	675959
8219	28971	675928
8220	28973	675896
8221	28976	675877
8222	28979	675859
8223	28982	675848
8224	28985	675822
8225	28987	675790
8226	28989	675757
8227	28992	675742
8228	28995	675723
8229	28998	675701
8230	29001	675682
8231	29003	675659
8232	29007	675648
8233	29011	675658
8234	29014	675642
8235	29016	675618
8236	29019	675604
8237	29022	675585
8238	29025	675565
8239	29028	675538
8240	29030	675510
8241	29033	675485
8242	29035	675463
8243	29038	675440
8244	29041	675422
8245	29044	675406
8246	29047	675382
8247	29049	675359
8248	29052	675342
8249	29055	675318
8250	29058	675297
8251	29060	675272
8252	29063	675258
8253	29066	675237
8254	29069	675216
8255	29072	675191
8256	29075	675180
8257	29077	675159
8258	29080	675137
8259	29083	675107
8260	29085	675080
8261	29087	675048
8262	29090	675027
8263	29093	675003
8264	29095	674979
8265	29098	674963
8266	29101	674933
8267	29103	674909
8268	29106	674890
8269	29109	674864
8270	29111	674838
8271	29114	674812
8272	29117	674794
8273	29119	674769
8274	29123	674756
8275	29126	674740
8276	29128	674714
8277	29131	674686
8278	29133	674661
8279	29136	674642
8280	29139	674633
8281	29143	674630
8282	29146	674612
8283	29148	674592
8284	29151	674570
8285	29154	674549
8286	29157	674543
8287	29160	674522
8288	29163	674496
8289	29165	674474
8290	29168	674451
8291	29171	674428
8292	29174	674423
8293	29177	674408
8294	29180	674394
8295	29183	674368
8296	29185	674342
8297	29189	674330
8298	29191	674302
8299	29194	674280
8300	29196	674251
8301	29198	674221
8302	29201	674199
8303	29204	674184
8304	29207	674169
8305	29210	674148
8306	29212	674120
8307	29215	674098
8308	29218	674070
8309	29221	674053
8310	29224	674037
8311	29226	674012
8312	29229	673984
8313	29231	673964
8314	29234	673951
8315	29238	673944
8316	29241	673927
8317	29244	673906
8318	29246	673877
8319	29248	673846
8320	29251	673824
8321	29254	673803
8322	29257	673787
8323	29259	673758
8324	29262	673736
8325	29264	673711
8326	29267	673682
8327	29269	673656
8328	29272	673638
8329	29275	673617
8330	29278	673605
8331	29281	673581
8332	29283	673557
8333	29286	673539
8334	29289	673522
8335	29292	673500
8336	29294	673474
8337	29297	673455
8338	29300	673430
8339	29303	673415
8340	29306	673408
8341	29309	673384
8342	29311	673353
8343	29314	673328
8344	29317	673307
8345	29319	673291
8346	29322	673274
8347	29325	673248
8348	29328	673229
8349	29331	673213
8350	29334	673196
8351	29337	673181
8352	29339	673159
8353	29342	673135
8354	29345	673115
8355	29348	673103
8356	29351	673088
8357	29354	673076
8358	29357	673059
8359	29360	673035
8360	29362	673015
8361	29365	672999
8362	29369	673005
8363	29372	672991
8364	29376	672979
8365	29379	672976
8366	29382	672963
8367	29385	672952
8368	29388	672931
8369	29391	672911
8370	29394	672890
8371	29397	672877
8372	29401	672891
8373	29405	672905
8374	29408	672884
8375	29410	672855
8376	29413	672824
8377	29415	672801
8378	29419	672794
8379	29421	672771
8380	29424	672742
8381	29426	672712
8382	29429	672687
8383	29432	672671
8384	29435	672656
8385	29437	672632
8386	29440	672603
8387	29443	672584
8388	29445	672563
8389	29448	672550
8390	29452	672538
8391	29454	672514
8392	29457	672492
8393	29459	672468
8394	29462	672443
8395	29465	672431
8396	29469	672425
8397	29472	672411
8398	29474	672392
8399	29477	672373
8400	29480	672345
8401	29483	672330
8402	29485	672302
8403	29488	672274
8404	29490	672245
8405	29492	672216
8406	29495	672193
8407	29498	672180
8408	29501	672160
8409	29503	672128
8410	29506	672100
8411	29508	672076
8412	29511	672052
8413	29514	672034
8414	29517	672017
8415	29519	671996
8416	29522	671973
8417	29525	671952
8418	29528	671939
8419	29532	671941
8420	29534	671921
8421	29537	671908
8422	29540	671885
8423	29543	671863
8424	29546	671844
8425	29549	671839
8426	29553	671839
8427	29556	671824
8428	29558	671800
8429	29561	671771
8430	29564	671759
8431	29567	671751
8432	29570	671735
8433	29573	671714
8434	29576	671692
8435	29578	671675
8436	29581	671655
8437	29584	671633
8438	29587	671612
8439	29589	671591
8440	29592	671560
8441	29595	671553
8442	29598	671543
8443	29601	671516
8444	29603	671487
8445	29606	671461
8446	29608	671434
8447	29611	671412
8448	29613	671391
8449	29616	671364
8450	29618	671335
8451	29621	671306
8452	29623	671276
8453	29626	671257
8454	29629	671247
8455	29632	671224
8456	29634	671204
8457	29637	671183
8458	29640	671160
8459	29642	671135
8460	29646	671136
8461	29649	671114
8462	29652	671094
8463	29654	671071
8464	29657	671049
8465	29660	671031
8466	29663	671028
8467	29666	671011
8468	29669	670990
8469	29672	670971
8470	29674	670946
8471	29678	670937
8472	29680	670918
8473	29683	670894
8474	29685	670868
8475	29688	670849
8476	29691	670824
8477	29694	670818
8478	29697	670790
8479	29699	670762
8480	29702	670734
8481	29704	670706
8482	29706	670681
8483	29709	670665
8484	29712	670640
8485	29714	670612
8486	29717	670585
8487	29719	670559
8488	29722	670530
8489	29724	670508
8490	29727	670489
8491	29730	670468
8492	29733	670449
8493	29735	670424
8494	29738	670401
8495	29741	670395
8496	29760	670732
8497	29763	670717
8498	29766	670705
8499	29768	670677
8500	29771	670652
8501	29774	670628
8502	29776	670607
8503	29779	670577
8504	29781	670554
8505	29784	670524
8506	29786	670491
8507	29788	670461
8508	29934	673655
8509	29936	673630
8510	29943	673700
8511	29946	673682
8512	29949	673666
8513	29952	673647
8514	29955	673627
8515	29957	673602
8516	29960	673590
8517	29963	673567
8518	29966	673544
8519	29968	673524
8520	29971	673497
8521	29973	673474
8522	29977	673465
8523	29979	673443
8524	29982	673420
8525	29985	673396
8526	29987	673376
8527	29990	673362
8528	29994	673357
8529	29997	673340
8530	29999	673316
8531	30002	673301
8532	30005	673284
8533	30009	673282
8534	30012	673264
8535	30015	673249
8536	30018	673232
8537	30021	673213
8538	30023	673188
8539	30027	673189
8540	30030	673168
8541	30032	673136
8542	30034	673104
8543	30037	673082
8544	30039	673051
8545	30043	673046
8546	30045	673027
8547	30048	673010
8548	30051	672991
8549	30054	672968
8550	30057	672963
8551	30060	672949
8552	30063	672926
8553	30065	672899
8554	30068	672877
8555	30071	672858
8556	30074	672851
8557	30077	672828
8558	30080	672811
8559	30082	672787
8560	30085	672763
8561	30087	672738
8562	30091	672737
8563	30094	672714
8564	30097	672697
8565	30099	672672
8566	30102	672649
8567	30105	672628
8568	30108	672615
8569	30111	672599
8570	30113	672577
8571	30116	672547
8572	30118	672519
8573	30121	672494
8574	30124	672487
8575	30126	672460
8576	30129	672429
8577	30131	672405
8578	30134	672376
8579	30136	672347
8580	30139	672332
8581	30142	672310
8582	30145	672291
8583	30147	672271
8584	30150	672247
8585	30152	672215
8586	30155	672194
8587	30158	672181
8588	30161	672163
8589	30163	672139
8590	30166	672118
8591	30169	672090
8592	30172	672074
8593	30174	672055
8594	30177	672035
8595	30180	672010
8596	30182	671984
8597	30185	671957
8598	30189	671963
8599	30192	671950
8600	30195	671934
8601	30197	671910
8602	30200	671889
8603	30203	671866
8604	30206	671859
8605	30209	671839
8606	30211	671812
8607	30214	671789
8608	30216	671765
8609	30219	671740
8610	30222	671732
8611	30225	671712
8612	30227	671682
8613	30230	671652
8614	30232	671628
8615	30235	671602
8616	30238	671588
8617	30240	671561
8618	30243	671540
8619	30246	671522
8620	30249	671506
8621	30251	671487
8622	30255	671480
8623	30258	671460
8624	30261	671444
8625	30263	671420
8626	30266	671401
8627	30269	671382
8628	30271	671360
8629	30274	671336
8630	30277	671312
8631	30279	671291
8632	30282	671267
8633	30284	671242
8634	30287	671222
8635	30290	671201
8636	30292	671174
8637	30295	671143
8638	30297	671119
8639	30300	671094
8640	30303	671081
8641	30305	671052
8642	30307	671022
8643	30310	670993
8644	30313	670972
8645	30315	670948
8646	30318	670924
8647	30321	670904
8648	30323	670882
8649	30326	670855
8650	30328	670831
8651	30330	670800
8652	30333	670771
8653	30336	670759
8654	30339	670743
8655	30342	670727
8656	30345	670708
8657	30347	670688
8658	30350	670666
8659	30353	670655
8660	30356	670644
8661	30360	670637
8662	30363	670618
8663	30365	670598
8664	30369	670594
8665	30371	670573
8666	30374	670545
8667	30376	670519
8668	30379	670496
8669	30381	670471
8670	30385	670463
8671	30387	670437
8672	30390	670410
8673	30392	670387
8674	30395	670369
8675	30398	670344
8676	30401	670333
8677	30404	670313
8678	30406	670286
8679	30409	670259
8680	30412	670244
8681	30414	670225
8682	30418	670222
8683	30421	670210
8684	30424	670194
8685	30427	670173
8686	30429	670150
8687	30432	670139
8688	30435	670127
8689	30438	670109
8690	30441	670093
8691	30444	670073
8692	30447	670065
8693	30451	670058
8694	30454	670047
8695	30457	670035
8696	30460	670021
8697	30463	670017
8698	30466	669998
8699	30469	669985
8700	30472	669973
8701	30475	669948
8702	30478	669926
8703	30481	669917
8704	30483	669894
8705	30487	669889
8706	30490	669879
8707	30494	669879
8708	30497	669865
8709	30500	669859
8710	30503	669841
8711	30506	669822
8712	30509	669805
8713	30512	669787
8714	30515	669777
8715	30518	669762
