iter	RMSE
120	0.1244321891
121	0.1242285992
122	0.1239843693
123	0.1237517323
124	0.1234834772
125	0.123310823
126	0.1230748825
127	0.1229055407
128	0.1227214964
129	0.122537815
130	0.1224028151
131	0.1222350455
132	0.1220390983
133	0.1218066609
134	0.1215186718
135	0.1214818214
136	0.1212552221
137	0.1210410857
138	0.1209963506
139	0.1208002637
140	0.1205882804
141	0.1205378375
142	0.1204987797
143	0.1204603145
144	0.1203965651
145	0.1202317329
146	0.1201612137
147	0.1200761271
148	0.1200334824
149	0.1198734013
150	0.119676305
151	0.1196434196
152	0.1195994004
153	0.1194321282
154	0.119257617
155	0.119053761
156	0.1188584639
157	0.1186724674
158	0.1185252538
159	0.1183213157
160	0.1181926222
161	0.118021743
162	0.1179643827
163	0.1177130763
164	0.1175361094
165	0.1173608668
166	0.1171895269
167	0.1170081236
168	0.1168285899
169	0.116785985
170	0.1167458916
171	0.1165797988
172	0.1164546777
173	0.1163127454
174	0.1161544138
175	0.1160922262
176	0.1160217167
177	0.1157935446
178	0.1156699515
179	0.1155052181
180	0.1153309221
181	0.1151587208
182	0.1150026142
183	0.1148766242
184	0.1147108683
185	0.1145456043
186	0.1143820574
187	0.114282255
188	0.114233999
189	0.1141698847
190	0.1140006116
191	0.1138130646
192	0.1136871964
193	0.1136414946
194	0.1134898725
195	0.1133557863
196	0.1133116843
197	0.1131736137
198	0.1129983647
199	0.1129525783
200	0.1127864131
201	0.1127458832
202	0.1125767698
203	0.1123920612
204	0.1122751677
205	0.1121594504
206	0.1120438261
207	0.1119086571
208	0.1117312013
209	0.1116188351
210	0.1115714141
211	0.1115212019
212	0.1113655382
213	0.1112248121
214	0.1111853806
215	0.1110720282
216	0.1109378901
217	0.1108502672
218	0.1107309475
219	0.1106787939
220	0.1105575822
221	0.1104447727
222	0.1103156545
223	0.1102289632
224	0.1100976778
225	0.1099727331
226	0.1098730397
227	0.1098299966
228	0.1096973103
229	0.1096615126
230	0.1095483134
231	0.1094066879
232	0.1093721731
233	0.1092656873
234	0.1091443173
235	0.1091140207
236	0.1090690197
237	0.1089475863
238	0.1089185217
239	0.1088905083
240	0.1088635072
241	0.1088425153
242	0.1088133689
243	0.1087933889
244	0.1087691355
245	0.1087515315
246	0.1087330902
247	0.1086338877
248	0.1085919568
249	0.1085658789
250	0.1084749148
251	0.1083723461
252	0.1083551858
253	0.1082952707
254	0.1081931794
255	0.1080944475
256	0.1079399188
257	0.1078285272
258	0.1077105312
259	0.107631525
260	0.1075672758
261	0.1075428851
262	0.1074604498
263	0.1073977187
264	0.1072955879
265	0.1071696264
266	0.107079695
267	0.1069698388
268	0.1068684647
269	0.1067541703
270	0.1066444659
271	0.1065010056
272	0.1064058703
273	0.1063316832
274	0.1062377989
275	0.106105341
276	0.1060140962
277	0.1059274462
278	0.1058437738
279	0.1057669433
280	0.1056473565
281	0.1055389425
282	0.1054197456
283	0.1053343368
284	0.1052321927
285	0.1051353801
286	0.1050702466
287	0.1050089841
288	0.1048984635
289	0.1048102701
290	0.1047138173
291	0.1046668855
292	0.1045789662
293	0.1044919493
294	0.1044702381
295	0.1043766641
296	0.1043144929
297	0.1042385816
298	0.1041441735
299	0.1040476354
300	0.1040029269
301	0.1039520189
302	0.1038769443
303	0.103759152
304	0.1036564923
305	0.1036360223
306	0.1035604038
307	0.1034655245
308	0.103394171
309	0.1032888372
310	0.1032506625
311	0.103177587
312	0.1031005126
313	0.1030093
314	0.1029899027
315	0.1029175319
316	0.1028579106
317	0.1027816671
318	0.1027041198
319	0.1026879519
320	0.1026265622
321	0.1025398682
322	0.1024646006
323	0.1023709312
324	0.102309236
325	0.1022313519
326	0.1022133005
327	0.1021496427
328	0.1020971776
329	0.1020063162
330	0.1019180117
331	0.1018346532
332	0.1017673821
333	0.1016737759
334	0.1016102451
335	0.1015411463
336	0.1015258017
337	0.1014603029
338	0.101373056
339	0.1013058041
340	0.1012504297
341	0.1011649057
342	0.1011056487
343	0.1010278148
344	0.1009443427
345	0.1008333493
346	0.1007637167
347	0.100679674
348	0.1005700278
349	0.1005227035
350	0.1005076679
351	0.1004911909
352	0.1004281993
353	0.1003907708
354	0.1003258119
355	0.1002731496
356	0.1001779707
357	0.1000909994
358	0.1000001376
359	0.09991845727
360	0.09990742574
361	0.09989340059
362	0.09984037409
363	0.09976618963
364	0.09969454284
365	0.09963479478
366	0.09957485297
367	0.09953908912
368	0.0994854026
369	0.09942888804
370	0.09939289717
371	0.09934816344
372	0.09927514683
373	0.09920690214
374	0.0991932974
375	0.09913338786
376	0.09905434984
377	0.09898630488
378	0.09894418907
379	0.0988859295
380	0.09882253484
381	0.09876899891
382	0.09870802617
383	0.09869476669
384	0.0986143857
385	0.09854529058
386	0.09847676333
387	0.09841936375
388	0.09835331806
389	0.09832139345
390	0.0982777355
391	0.09817272586
392	0.09810163754
393	0.09808714764
394	0.09803244521
395	0.09796576328
396	0.0978936883
397	0.09788369429
398	0.09780496378
399	0.09775693444
400	0.09769768811
401	0.0976853431
402	0.09762597172
403	0.09757926653
404	0.09752303078
405	0.09746931473
406	0.09743388447
407	0.09738036425
408	0.09731396452
409	0.09730034919
410	0.09724371219
411	0.09720992647
412	0.09713835466
413	0.0970665449
414	0.09702394433
415	0.09696897348
416	0.09693110218
417	0.09689313847
418	0.09684817401
419	0.09683655806
420	0.0967543273
421	0.09671025691
422	0.09665064235
423	0.09663933859
424	0.09659764099
425	0.09654709376
426	0.09649258241
427	0.09644959122
428	0.09639505842
429	0.09634115775
430	0.09628690853
431	0.09624346041
432	0.09619395757
433	0.09613093408
434	0.09608676839
435	0.09602116408
436	0.09595700889
437	0.0959108983
438	0.09587762993
439	0.09583329101
440	0.09579707406
441	0.09578454407
442	0.09575844352
443	0.09571230851
444	0.09566966911
445	0.0956115578
446	0.09554491278
447	0.0955325771
448	0.09550275735
449	0.0954469898
450	0.09541294742
451	0.09536008631
452	0.09529231948
453	0.09523207157
454	0.09516911394
455	0.09509787059
456	0.09503192538
457	0.09496991299
458	0.0949089652
459	0.09484651961
460	0.09481784066
461	0.09477364195
462	0.0947629936
463	0.09471495198
464	0.09466635414
465	0.09465795521
466	0.09462196802
467	0.09461281888
468	0.09457640976
469	0.09452211752
470	0.09446902256
471	0.09443102442
472	0.09438859894
473	0.09434059527
474	0.09430260627
475	0.0942567828
476	0.09419959461
477	0.09413816397
478	0.09408120027
479	0.0940331037
480	0.09399599567
481	0.09398456553
482	0.09391962723
483	0.09387237608
484	0.09384858561
485	0.09380745472
486	0.0937550114
487	0.09369934026
488	0.09364588814
489	0.0936348039
490	0.09358981236
491	0.09354048999
492	0.09350365866
493	0.093447138
494	0.09343777206
495	0.0933941387
496	0.09336620255
497	0.09332823303
498	0.09327937728
499	0.0932225416
500	0.09321533944
501	0.0931760469
502	0.09313443188
503	0.09309915262
504	0.09306548577
505	0.09304158206
506	0.09299823859
507	0.09295233716
508	0.0929043521
509	0.09284238537
510	0.09279123308
511	0.09276028271
512	0.09270205971
513	0.0926469872
514	0.09260618507
515	0.09256828231
516	0.09251155505
517	0.09249429854
518	0.09245197639
519	0.09242169334
520	0.09237967691
521	0.09232750909
522	0.09232040451
523	0.09228946297
524	0.09222174951
525	0.09218881058
526	0.09217996781
527	0.09214898738
528	0.09211151039
529	0.09210423927
530	0.09208346104
531	0.09204498256
532	0.09199042639
533	0.09196310646
534	0.09188549768
535	0.09183372584
536	0.09182699751
537	0.09178799636
538	0.09174249212
539	0.09170292639
540	0.09169201113
541	0.0916564247
542	0.09160964677
543	0.09156518274
544	0.09150676201
545	0.09145117738
546	0.09142471394
547	0.09139721665
548	0.091357338
549	0.09131218996
550	0.09127392605
551	0.09123954768
552	0.09120412163
553	0.09115460447
554	0.09111858037
555	0.09108530927
556	0.09105121504
557	0.0910447384
558	0.09099742247
559	0.09094239305
560	0.09087086049
561	0.09081320659
562	0.09075913329
563	0.09072480128
564	0.09071824414
565	0.09068080425
566	0.09063859146
567	0.09062643471
568	0.09057540822
569	0.09056542214
570	0.09053143663
571	0.09049228078
572	0.09045922217
573	0.09043006242
574	0.09040154558
575	0.09035845191
576	0.09031891965
577	0.09028772296
578	0.09023372026
579	0.0901921656
580	0.09014265542
581	0.09013366628
582	0.09008490003
583	0.09005086702
584	0.09000392848
585	0.08995374579
586	0.08994506947
587	0.08991174983
588	0.08988917363
589	0.08983815838
590	0.08979482664
591	0.0897767008
592	0.08976836676
593	0.08973662976
594	0.08965620241
595	0.08959954854
596	0.08955269976
597	0.08953068387
598	0.08948934175
599	0.0894764245
600	0.0894388053
601	0.08938717969
602	0.08933022182
603	0.08929290858
604	0.08924581832
605	0.08919122345
606	0.08914703811
607	0.08909260431
608	0.08905769752
609	0.08903088325
610	0.08900234788
611	0.08896221948
612	0.08893113185
613	0.0888767354
614	0.08881211959
615	0.0887797757
616	0.0887509965
617	0.08871634291
618	0.08870282326
619	0.08865325472
620	0.08864533544
621	0.08863768081
622	0.08860744354
623	0.08860007999
624	0.08855693248
625	0.08854348521
626	0.08849789053
627	0.08845692287
628	0.08840956461
629	0.08839191923
630	0.08837302535
631	0.08833195215
632	0.0883247609
633	0.0883016878
634	0.08823194656
635	0.08819611859
636	0.08815245431
637	0.08813337603
638	0.08809524718
639	0.08806225142
640	0.08803838171
641	0.08800909634
642	0.08798721012
643	0.0879425036
644	0.08790186706
645	0.08789344962
646	0.08785327651
647	0.08782320657
648	0.08776647872
649	0.08772913573
650	0.0876871045
651	0.08765816021
652	0.08760982576
653	0.08757251955
654	0.08755272368
655	0.08751304751
656	0.08746579971
657	0.0873907281
658	0.08734449436
659	0.08732114789
660	0.08729496254
661	0.08725536776
662	0.08723413321
663	0.08720436029
664	0.08715282043
665	0.08711610824
666	0.08707684671
667	0.08705288425
668	0.08701249831
669	0.08699304665
670	0.08697296886
671	0.08692405175
672	0.08688821056
673	0.08684288619
674	0.08679048207
675	0.08674926538
676	0.086742595
677	0.08670731713
678	0.08665628814
679	0.08660364506
680	0.08653906821
681	0.08647293357
682	0.08644202733
683	0.08641013225
684	0.08635798462
685	0.08635117987
686	0.08633298619
687	0.0863131631
688	0.08630715569
689	0.08627529449
690	0.08624229795
691	0.08619604342
692	0.08613471534
693	0.08612814669
694	0.08608504787
695	0.08604705457
696	0.0860163086
697	0.08599688399
698	0.08595077413
699	0.08592369767
700	0.08588976476
701	0.0858653857
702	0.08582692152
703	0.08581692116
704	0.08576752453
705	0.08573721643
706	0.08569508545
707	0.08564927521
708	0.08562098858
709	0.08559477313
710	0.08555251665
711	0.08549661652
712	0.08547475999
713	0.08546851302
714	0.08542824988
715	0.08539786636
716	0.08534941623
717	0.0853112078
718	0.08530427601
719	0.08529826655
720	0.08526483961
721	0.08521402647
722	0.08518371023
723	0.08515529388
724	0.08512464766
725	0.08510292161
726	0.08506332806
727	0.08503556254
728	0.0850296353
729	0.08496901693
730	0.08492665691
731	0.08488540014
732	0.08486370685
733	0.08484058482
734	0.08481799365
735	0.08479920942
736	0.08477700273
737	0.08477157664
738	0.08474266174
739	0.08471039219
740	0.0846662316
741	0.08464708578
742	0.08462924644
743	0.08462290863
744	0.08460830064
745	0.08457246856
746	0.08454634669
747	0.08452246481
748	0.08450447249
749	0.08445612706
750	0.0844514814
751	0.0844171494
752	0.08439690317
753	0.08435771065
754	0.08433695572
755	0.08429005803
756	0.08428462246
757	0.08423453359
758	0.08419822432
759	0.0841753846
760	0.08414669268
761	0.08410624083
762	0.08405457389
763	0.08401557435
764	0.08398371989
765	0.08397919464
766	0.08395421267
767	0.08394985363
768	0.08393170039
769	0.08389830618
770	0.08386420218
771	0.08385740612
772	0.08380596729
773	0.0837861733
774	0.08375725936
775	0.08373902685
776	0.08373430855
777	0.08368991866
778	0.08364538338
779	0.08362805322
780	0.08358396248
781	0.0835373272
782	0.0835170904
783	0.08344484595
784	0.08340092976
785	0.08334794459
786	0.08331837906
787	0.08331363119
788	0.08328295301
789	0.08326035002
790	0.08323898065
791	0.08320610978
792	0.08316325614
793	0.08314330321
794	0.08311806723
795	0.08307826415
796	0.08303603117
797	0.08301485297
798	0.08298471069
799	0.08295273625
800	0.08292502726
801	0.08289797668
802	0.08286493096
803	0.08284189748
804	0.08282052375
805	0.08278762149
806	0.08272775008
807	0.08269153868
808	0.08267538211
809	0.08264179759
810	0.08261385073
811	0.08256826284
812	0.0825352069
813	0.08248823499
814	0.08244788608
815	0.08242758386
816	0.08239241573
817	0.08236990257
818	0.08236580792
819	0.08234257546
820	0.08232183758
821	0.08230070402
822	0.08227039675
823	0.08224706908
824	0.08220851213
825	0.082166978
826	0.08212682384
827	0.08210159558
828	0.08208412046
829	0.08204531756
830	0.08204132099
831	0.08201911795
832	0.08199332958
833	0.08197524816
834	0.08195504621
835	0.08191550815
836	0.0819099483
837	0.08188322481
838	0.08184909696
839	0.08182577608
840	0.08179061078
841	0.08178575751
842	0.08178106811
843	0.08174716833
844	0.08171654873
845	0.08168896549
846	0.0816555951
847	0.08163879011
848	0.081635033
849	0.08160002287
850	0.08157232478
851	0.08150852628
852	0.08150487745
853	0.08148669298
854	0.08145511533
855	0.08143470325
856	0.0813976699
857	0.08138241244
858	0.08136336934
859	0.081344604
860	0.08131263239
861	0.08129863572
862	0.08127025444
863	0.08124973678
864	0.08123100315
865	0.08120640314
866	0.0811623623
867	0.08112762423
868	0.08108808142
869	0.0810347921
870	0.0809865428
871	0.0809635894
872	0.08094831608
873	0.08090931372
874	0.08088068721
875	0.0808548074
876	0.08081865344
877	0.08080564255
878	0.0807938746
879	0.0807669939
880	0.08072600182
881	0.08072186576
882	0.08071600683
883	0.08069093273
884	0.08066719829
885	0.0806428189
886	0.08059203123
887	0.08053727977
888	0.08053354378
889	0.08049420938
890	0.08049058218
891	0.08045927495
892	0.08042910047
893	0.08040567018
894	0.08039004366
895	0.08035671286
896	0.08033524873
897	0.08029477257
898	0.08026596204
899	0.08024066032
900	0.08022580828
901	0.08018437659
902	0.08015408462
903	0.08013661663
904	0.08010548616
905	0.08007991956
906	0.08006587054
907	0.08004563424
908	0.08001647637
909	0.07999186842
910	0.07996697767
911	0.07993988344
912	0.07990453206
913	0.07989776695
914	0.07985700119
915	0.07985108781
916	0.07983435417
917	0.07980837229
918	0.07977102496
919	0.079750122
920	0.07972588482
921	0.07970030733
922	0.0796954658
923	0.07966422937
924	0.0796459523
925	0.07960497411
926	0.07958848511
927	0.07953568702
928	0.07950586544
929	0.07948948265
930	0.07945831455
931	0.07942468437
932	0.0794103662
933	0.07938373103
934	0.07935685027
935	0.07932486821
936	0.07930297882
937	0.07928604601
938	0.07925640795
939	0.07921975176
940	0.07918303983
941	0.07916668743
942	0.0791620125
943	0.07914143475
944	0.07911583842
945	0.07908825822
946	0.07906961844
947	0.07905562898
948	0.07902292541
949	0.07900787715
950	0.07900114338
951	0.07898586586
952	0.07895801057
953	0.07893509591
954	0.07889363626
955	0.07887357164
956	0.07885525545
957	0.07883704792
958	0.07881375892
959	0.07878529772
960	0.07876856396
961	0.07874832742
962	0.07870184482
963	0.07869568373
964	0.07865658759
965	0.07861573935
966	0.0785832095
967	0.07855680741
968	0.07853173334
969	0.07849560222
970	0.07846608341
971	0.07841033289
972	0.07837563845
973	0.07837102173
974	0.0783434664
975	0.07831599995
976	0.07828461826
977	0.07825502154
978	0.07822970414
979	0.07820392841
980	0.07818735969
981	0.07818298606
982	0.07816451841
983	0.07811844486
984	0.07809997036
985	0.07808121003
986	0.07806069242
987	0.0780287469
988	0.0780252285
989	0.07801110841
990	0.07798992536
991	0.07795632813
992	0.07791644654
993	0.07791039145
994	0.07788961318
995	0.07787350409
996	0.07784540894
997	0.07782256689
998	0.07780009848
999	0.0777766867
1000	0.07776380021
1001	0.07774325797
1002	0.07772829959
1003	0.07772445037
1004	0.07771126994
1005	0.07767738222
1006	0.07765285397
1007	0.07762245266
1008	0.07760937835
1009	0.077576145
1010	0.07755649436
1011	0.07753042943
1012	0.07749718878
1013	0.07748222473
1014	0.07745793308
1015	0.07744277535
1016	0.07741082386
1017	0.07739426306
1018	0.07736507618
1019	0.07735037265
1020	0.07734457268
1021	0.0773132917
1022	0.07730212287
1023	0.07727850471
1024	0.07725957883
1025	0.07725402199
1026	0.07725022403
1027	0.07722191612
1028	0.07719819508
1029	0.07716606347
1030	0.07715432929
1031	0.07712862642
1032	0.07712544898
1033	0.07710166362
1034	0.07707880941
1035	0.07707458621
1036	0.07705070376
1037	0.07703617398
1038	0.07702249553
1039	0.07699349606
1040	0.07697327029
1041	0.07695254323
1042	0.07691761025
1043	0.07690658752
1044	0.07688183999
1045	0.07685893239
1046	0.07683445671
1047	0.07679941181
1048	0.07679634432
1049	0.07676909111
1050	0.07675760143
1051	0.07672175328
1052	0.07671780883
1053	0.07668290921
1054	0.07666881726
1055	0.07664841796
1056	0.07663130477
1057	0.07661177105
1058	0.07660590015
1059	0.07658109344
1060	0.07655124156
1061	0.07653802272
1062	0.07651286024
1063	0.07648986084
1064	0.07644504574
1065	0.07642507988
1066	0.07639879051
1067	0.07639564447
1068	0.07638345398
1069	0.07636716169
1070	0.07636181848
1071	0.07633881861
1072	0.07632448352
1073	0.07629776997
1074	0.0762881615
1075	0.07627749873
1076	0.07624382161
1077	0.07623917879
1078	0.07623545903
1079	0.07621356761
1080	0.07619102218
1081	0.07616345591
1082	0.07613391016
1083	0.07612052099
1084	0.07609140508
1085	0.0760561709
1086	0.07603386185
1087	0.07600623482
1088	0.07598305232
1089	0.07597984851
1090	0.07595347393
1091	0.07592881716
1092	0.07590596388
1093	0.07589217742
1094	0.07587124366
1095	0.07586841748
1096	0.07581125933
1097	0.0757858059
1098	0.07578057887
1099	0.07575002631
1100	0.0757299023
1101	0.0756869197
1102	0.07566242891
1103	0.07563895952
1104	0.07561534739
1105	0.0756125059
1106	0.07559861579
1107	0.07558341955
1108	0.07554711023
1109	0.07552858075
1110	0.07552502595
1111	0.07551027533
1112	0.07548871523
1113	0.07546727742
1114	0.07546451895
1115	0.07544360183
1116	0.07541577257
1117	0.07539254354
1118	0.07535662833
1119	0.07532417921
1120	0.07530963221
1121	0.07530702526
1122	0.0752942651
1123	0.07525111641
1124	0.07523021324
1125	0.07522513368
1126	0.07520407065
1127	0.07519304308
1128	0.07516408775
1129	0.07515067931
1130	0.07513277573
1131	0.07513024467
1132	0.07510149593
1133	0.07509150795
1134	0.07507086114
1135	0.07506752647
1136	0.07503968194
1137	0.07501168238
1138	0.07498288539
1139	0.07498046959
1140	0.07494963848
1141	0.07492731764
1142	0.07490775798
1143	0.07488844972
1144	0.07487867953
1145	0.0748588014
1146	0.07482231222
1147	0.07479369129
1148	0.07475820797
1149	0.07474615441
1150	0.07471546196
1151	0.07470846977
1152	0.07470584574
1153	0.0746859582
1154	0.07466236044
1155	0.07463917633
1156	0.07462931849
1157	0.07460810735
1158	0.07457840669
1159	0.07454658462
1160	0.07452802775
1161	0.07452567366
1162	0.07450301832
1163	0.07446898211
1164	0.07445037409
1165	0.07443150167
1166	0.07442194853
1167	0.07441919376
1168	0.07440993375
1169	0.07439627911
1170	0.07438334674
1171	0.07437474371
1172	0.07434912302
1173	0.07433914045
1174	0.07431423217
1175	0.0742992147
1176	0.07425214607
1177	0.07422810551
1178	0.07421741308
1179	0.07419358493
1180	0.07418253328
1181	0.07417209746
1182	0.0741557949
1183	0.0741280666
1184	0.07411046871
1185	0.07410636808
1186	0.07407479496
1187	0.0740695623
1188	0.07405750623
1189	0.07405110415
1190	0.07402396595
1191	0.07400484537
1192	0.07397753948
1193	0.07396546041
1194	0.07394384685
1195	0.07392810692
1196	0.07391882162
1197	0.07388997796
1198	0.07385984211
1199	0.07384656695
1200	0.07382372582
1201	0.07379748122
1202	0.07377409083
1203	0.07376270642
1204	0.07375309092
1205	0.07373734846
1206	0.07370050857
1207	0.07368192024
1208	0.07367176947
1209	0.07365605708
1210	0.07363686649
1211	0.07363369631
1212	0.07363126034
1213	0.07360069482
1214	0.07358385654
1215	0.07357991846
1216	0.0735598784
1217	0.07354941269
1218	0.07353109644
1219	0.07351010489
1220	0.07348362403
1221	0.07348136418
1222	0.07347656347
1223	0.07347405099
1224	0.07346037278
1225	0.07343294957
1226	0.07341138729
1227	0.07338549724
1228	0.07336854335
1229	0.07335685234
1230	0.0733431488
1231	0.0733410118
1232	0.07331765257
1233	0.07330765684
1234	0.07327874388
1235	0.07326976401
1236	0.07324550924
1237	0.07322372778
1238	0.07321498158
1239	0.07319525499
1240	0.07317394198
1241	0.07315659902
1242	0.07313255288
1243	0.07310673154
1244	0.0731032613
1245	0.07307965567
1246	0.07305847725
1247	0.07303895939
1248	0.07301948233
1249	0.07299139253
1250	0.07296955683
1251	0.07295165988
1252	0.07293088959
1253	0.07290932602
1254	0.07288465591
1255	0.07286936131
1256	0.07286583782
1257	0.07285743397
1258	0.07282768206
1259	0.07280842486
1260	0.07278501341
1261	0.07276689632
1262	0.07272899248
1263	0.07270311579
1264	0.0726850427
1265	0.07267133069
1266	0.07263971858
1267	0.07261295117
1268	0.07259589484
1269	0.07258016086
1270	0.07255298623
1271	0.07253620273
1272	0.07250001182
1273	0.07248546437
1274	0.07247280511
1275	0.07245078069
1276	0.07244116708
1277	0.07242544457
1278	0.07240610507
1279	0.07240403589
1280	0.07239304843
1281	0.0723910569
1282	0.07237078606
1283	0.07234430519
1284	0.07231328541
1285	0.07229560874
1286	0.07227438063
1287	0.07225745412
1288	0.07224217645
1289	0.07223036421
1290	0.07219773061
1291	0.0721957182
1292	0.07219269219
1293	0.07216240433
1294	0.07215442089
1295	0.0721300239
1296	0.07210262636
1297	0.07208217318
1298	0.07205654057
1299	0.07203320425
1300	0.07201800722
1301	0.07201582923
1302	0.07199750547
1303	0.07198052654
1304	0.07195725765
1305	0.07192601812
1306	0.0719156484
1307	0.07190241003
1308	0.07189900484
1309	0.07188526515
1310	0.07186150639
1311	0.07184457488
1312	0.07182342123
1313	0.07180372311
1314	0.07177561378
1315	0.07176399367
1316	0.07174736878
1317	0.07172804062
1318	0.07170796163
1319	0.07168268033
1320	0.07167143918
1321	0.07164897133
1322	0.0716454145
1323	0.07162380403
1324	0.07161293367
1325	0.07158144301
1326	0.07157185582
1327	0.07155422297
1328	0.07152599607
1329	0.07150791597
1330	0.07150581815
1331	0.07148759745
1332	0.07145924645
1333	0.07143111445
1334	0.07139621141
1335	0.07138236458
1336	0.07136125751
1337	0.07133163717
1338	0.07131571241
1339	0.07128632552
1340	0.07128044139
1341	0.07126225889
1342	0.07124020041
1343	0.07121969397
1344	0.07119727335
1345	0.07117418033
1346	0.07114211738
1347	0.07112148566
1348	0.07110227358
1349	0.07108520564
1350	0.07107870641
1351	0.07106547493
1352	0.07104824554
1353	0.07101825017
1354	0.07099286094
1355	0.07095549646
1356	0.07095178822
1357	0.07093851598
1358	0.07091332221
1359	0.07089228847
1360	0.07087086494
1361	0.07086697479
1362	0.07084492491
1363	0.07081906478
1364	0.07079642493
1365	0.07077512061
1366	0.07076634366
1367	0.07074708279
1368	0.07073043331
1369	0.07071541793
1370	0.07070647795
1371	0.07069560476
1372	0.07067747941
1373	0.07067560127
1374	0.07066283211
1375	0.07064465089
1376	0.07063238106
1377	0.07062081987
1378	0.07060355256
1379	0.07058324012
1380	0.07055387209
1381	0.07054050291
1382	0.07052515179
1383	0.07049961974
1384	0.07048421897
1385	0.07046858023
1386	0.0704559793
1387	0.07043218367
1388	0.07041630597
1389	0.07040470409
1390	0.07038954896
1391	0.0703804743
1392	0.07037692107
1393	0.07037095549
1394	0.07035583014
1395	0.07033916828
1396	0.07032623043
1397	0.07031680669
1398	0.07030507071
1399	0.07028806962
1400	0.07027015462
1401	0.07024772349
1402	0.07022429902
1403	0.07021281077
1404	0.07019607025
1405	0.07016077991
1406	0.07014331626
1407	0.07012692846
1408	0.07010419864
1409	0.07007392495
1410	0.07005584631
1411	0.07003164768
1412	0.07002855626
1413	0.07000972054
1414	0.07000105502
1415	0.06999187548
1416	0.06997251632
1417	0.06995311866
1418	0.06995021894
1419	0.069937372
1420	0.06992219601
1421	0.06991454652
1422	0.069911424
1423	0.06989585342
1424	0.06987445548
1425	0.0698466678
1426	0.0698447334
1427	0.06983132502
1428	0.06981315197
1429	0.06980294667
1430	0.06979307412
1431	0.06976784131
1432	0.06975481393
1433	0.06974702304
1434	0.06973842767
1435	0.06971422827
1436	0.06969339648
1437	0.06967615935
1438	0.06965289138
1439	0.06964014164
1440	0.06961939386
1441	0.06960172846
1442	0.06958234681
1443	0.06955379621
1444	0.0695317581
1445	0.06951781886
1446	0.06951582918
1447	0.06949905249
1448	0.06948326959
1449	0.06946802881
1450	0.06943619618
1451	0.06941865193
1452	0.06940798987
1453	0.06939430346
1454	0.06936747029
1455	0.06935393737
1456	0.06934632649
1457	0.06933753171
1458	0.06931881801
1459	0.06927857439
1460	0.0692756183
1461	0.06925845257
1462	0.06923843423
1463	0.06922155311
1464	0.0692076384
1465	0.06919597578
1466	0.06917417897
1467	0.0691674086
1468	0.06915955349
1469	0.06914400851
1470	0.06911710385
1471	0.06910394761
1472	0.06908050782
1473	0.06907363735
1474	0.06906267592
1475	0.06905998089
1476	0.06904266954
1477	0.06902854525
1478	0.06901350572
1479	0.06899046628
1480	0.06896885722
1481	0.06895329013
1482	0.06893707497
1483	0.06891042397
1484	0.06888193015
1485	0.06886750204
1486	0.06886380421
1487	0.06884707448
1488	0.06883816393
1489	0.06882903948
1490	0.06881483953
1491	0.06878769285
1492	0.06877436119
1493	0.06877264169
1494	0.06874994718
1495	0.06874526427
1496	0.06873253329
1497	0.06870780119
1498	0.06867849293
1499	0.06866276048
1500	0.06864755563
1501	0.06863904358
